,content,score,time
3053,한군데는 차마리뷰를못했고요 한군데는 목금이틀 놀다가 왔어요 좋더라구요 근데 큰모텔들또는 호텔들마다 풍선카드는 주려하지 않고요 그곳만의적립카드를 주더라고요 사진좋고싸다고 간곳은 더러워서정말 씻지도 못하고 에어컨있는곳에서 자는게어디냐 하는심정으로 있다왔어요 화곡야자는 이틀놀다옴 6만오천원짜리방이었는데 정말 비싼값을 하더군요 탕은 목욕탕처럼넓고 화장실은 가려져있고 침대도 두개 먹을식탁 안을 쇼파 볼영화 편한쇼파 다 좋았어요 근데 야자 가맹점 포인트카드가 따로있어서 그건별로였구요 이멜인증회원도 풍선이무지개인데도200개밖에 적립이 안되는 앱과 모텔들과의 커뮤니케이션이 좀 미숙해서 다를앱도 한번 깔아보게 되더라구요좀더 좋은 이벤트들 저렴하고 깨끗한 재미난곳들 소개 많이많이 부탁드려요,3,2015-07-17
3054,편하고 좋네요~,5,2019-07-09
3055,좋아요,5,2018-11-18
3056,예약할때마다 사용중 - 좋아요,5,2017-11-06
3057,굳,5,2019-03-15
3058,할인 쿠폰 더 주세요,5,2022-04-28
3059,좋아요,5,2022-07-04
3060,긋긋긋,5,2020-02-01
3061,소액결제가 아닌 계좌이체 되니 좋아요!,5,2018-09-29
3062,좋아요,5,2018-07-29
3063,쿠폰 많아요,5,2019-06-08
3064,좋아용,5,2021-11-12
3065,굳,5,2019-01-05
3066,좋아용,5,2019-02-24
3067,쨩입니다,5,2017-04-30
3068,고객센터 9시부터 3시까지 연중무휴하면서 한시간반동안 전화안받음 ㅡㅡ,1,2018-05-05
3069,하니cf 보고 여기어때 말고 이거씀,5,2018-12-11
3070,좋아요~~자주이용중,5,2017-10-18
3071,편해요!,5,2018-04-25
3072,goodjob,5,2019-07-18
3073,굿,5,2019-04-30
3074,쓰기 편해요,4,2018-03-13
3075,고객센터직원분들이 진짜 바로당일날 못가는일이생겨도 신속정확하고 친절하게 정말 잘 처리해주세요 너무감사합니다.,5,2020-06-08
3076,편리하게 숙박예약 잘 잡고 있습니다.,5,2021-10-05
3077,조아요,5,2019-05-20
3078,혜택너무좋아요^^,5,2018-02-06
3079,좋아요,5,2019-05-22
3080,예약이 꽤 쉽게 되네요 ㅎㅎ,5,2017-11-07
3081,원하는 조건의 원하는 장소를 찾을 수 있어서 좋아요,5,2019-03-20
3082,어디놀러갈때마다 항상쓰는앱-! 너무좋아요,5,2019-12-21
3083,정말 야놀자는 혁명인거같아여,5,2017-08-09
3084,야놀자가 최고 숙박 앱!!,5,2017-10-19
3085,굿 좋아요 간편 편안함,5,2019-06-22
3086,싸게 구할수 있어 좋아요,5,2019-10-18
3087,저ㅠㅠ 어제는됫는데 왜 오늘은 12월말게하 예약이 왜 안되죠?,5,2017-11-03
3088,ㄴ,5,2015-07-06
3089,싸고 좋음,5,2019-07-24
3090,좋아요할일도마니해줘요,5,2022-03-08
3091,처음 야놀자 사용이지만 그래도 오랫동안 유지 된거면 믿어도 되겠죠?,4,2022-04-05
3092,좋아욧ㅎㅎㅎ,5,2018-10-29
3093,잘쓰고있어요,5,2018-08-10
3094,굿 어플,5,2018-12-27
3095,너무웃기네요예약2번했는데두번다사장이객실막았다구요?그러고당신네책임아니라구요?마인드가너무후지네요책임감없는회사오래못가서고객들도알게될겁니다너무웃긴건야놀자는예약하니까방다마감됬다고하더니막상오니까전부방있음 야놀자필요가있나?ㅋㅋ,1,2017-05-16
3096,이유가있어 당일취소하러는데 안되네요 돈 벌을라고 별 짓을 다하네요,1,2018-04-22
3097,쵝오,5,2017-06-27
3098,좋아요~ 회원혜택받고 할인도 받아서요~~,5,2013-12-22
3099,좋아요,4,2018-07-12
3100,굿굿,5,2018-09-30
3101,편하고 할인까지 해주니 좋아요,5,2018-10-24
3102,굳,5,2019-05-16
3103,좋아요~~,5,2020-08-18
3104,좋아요ㅎ,5,2019-09-01
3105,굿,5,2019-07-23
3106,대 실망? ㅠㅠ 숙소 실물이 넘 차이 ? 청결도 엉망?,1,2022-01-03
3107,짱입니다요 !!,5,2014-01-04
3108,Good,5,2017-07-18
3109,좋아요,5,2019-06-27
3110,편리하고예약하기도쉽고좋아요,5,2016-02-03
3111,너무 편함 ... 숙소 플랫폼중에 젤 좋은듯..,5,2020-06-25
3112,굳,5,2018-06-23
3113,good,5,2019-08-04
3114,사용중지됐다는 문구가 보여 캐시.데이터삭제 앱삭제 후 재설치 했으나 문제가 동일합니다 어떻게 해결하나요,1,2018-10-26
3115,좋아요,5,2019-04-05
3116,세스코 가맹점인지 어플 안에서 볼수 있으면 좋겠어요 바퀴벌레 때문에 완전 놀란적이 있어서요 꼭 부탁드립니다,4,2018-07-17
3117,굿,5,2019-06-26
3118,데이트할때마다간편히아주유용합니다,5,2015-05-05
3119,굳,5,2021-03-03
3120,항상 야놀자 어플덕분에 숙박도 편리하게 바로 예약할수잇고 리뷰보고 고르고!너무 도움이많은것같슴다ㅠ감사합니당 너무좋아여♡,5,2016-07-07
3121,예약이 빨라서 좋네요,5,2020-07-20
3122,좋앙6,5,2018-02-11
3123,멀신코인더늘려야할듯...,5,2016-07-29
3124,굿,5,2020-01-19
3125,할인줘서 좋아요,4,2019-06-02
3126,사용하기 편리하고 제휴점도 많아서 좋아여,5,2019-02-12
3127,"항상 좋은정보감사합니다ㅋ  그런데 가끔 정보랑안맞는곳이있어요. . 그리고 사진과많이달라서(방모양,위치) 왜그러냐물어보면 사정이있다고하네요..",4,2015-11-13
3128,??????????????,5,2020-01-13
3129,숙소 잡기가 참 편하네요,5,2018-05-22
3130,좋아요 제일좋아요,5,2019-08-01
3131,구욷,5,2014-06-14
3132,좋아요,5,2018-09-29
3133,괜찮네요 보기도 편하게 되어 있구요 좋습니다.,4,2018-11-05
3134,ㅇㅑ놀자 좋와요 아주좋은앱이네요 아좋와ㅎ,5,2015-03-18
3135,좋네요,5,2018-07-22
3136,젛아요,5,2019-04-25
3137,좋아요,4,2018-10-08
3138,더더욱 좋은혜택 부탁드려용~♡,5,2015-06-17
3139,로그인오류뜨네요방법이없네요,1,2015-07-27
3140,혼자여행할때최고예요ㅎㅎ,5,2019-09-25
3141,방금 아이디 만들고 했는데 일치하지않다고 계속 그러네요 진짜최악인듯ㅋㅋ몇번이나찾기해도 아이디찾기만되고 비밀번호찾기는 되지도않고,1,2015-07-17
3142,굿,4,2015-09-15
3143,초특가 야야야야 야 놀 짜,4,2018-11-07
3144,초특가 야놀자~!,5,2018-12-07
3145,최고조넘이조,5,2018-12-12
3146,편하고죠음,5,2018-06-08
3147,겉만번지르르한 모텔들어갔다가 분위기망치고 가격바가지당하고.. 그럴걱정없이 빵빵한 할인혜택 적립혜택에 기분좋은데이트를 위한 필수앱! 너무너무좋아요. 야놀자흥해라^-^♥,5,2014-05-11
3148,별점 1점도 아깝네요. 고객들 돈 받아먹으면서 프로그램 하나 제대로 관리도 못하고 이딴 앱 쓸바에는 여기어때가 훨씬 낫습니다. 이런 어플 이용하지 마세요.,1,2021-10-28
3149,좋꾼 좋아,5,2018-10-31
3150,앱이 너무 번잡하게 느껴저요,5,2022-06-11
3151,좋아요!,5,2021-01-06
3152,단연 숙박1위 어플,5,2017-08-11
3153,쿠폰쓸모있는게 없고 형식적인 광고성 업체만가득 5000원 할인권 결국 낚시용,4,2011-07-10
3154,말이 필요없네요,5,2015-11-18
3155,카카오페이결제가편해요,5,2021-10-19
3156,노답,1,2017-08-17
3157,야놀자도 어플로 나왔네요! 환영합니다 ㅋ 야놀자 어플만의 혜택도 많이 있으면 좋겠네요!^^,5,2011-05-24
3158,직관적 필요한부분 잘충족,5,2020-10-28
3159,자주 애용하겠슴다,5,2016-07-12
3160,좋음,5,2017-04-23
3161,출장이나 여행 등등 시에 잘 쓰여요~,5,2018-11-18
3162,굿,5,2014-11-25
3163,좋아요~,5,2021-11-01
3164,야놀자 회원이며 야놀자 제휴업체를많이 갑니다~ 시설들이 넘 좋고요 요즘 많은 이벤트가 있으니 많이 이용해쥬세요!!,5,2014-07-22
3165,숙박어플하면 다같이 야놀자~~,5,2019-01-26
3166,결제가 간편하고 빠르게 진행되는 만큼 좋아요,4,2019-10-11
3167,"야야야 야놀자~ 광고 나오기 전에 사용한 사람입니다. 잠시 여기어때 광고에 흔들릴(?) 뻔 했지만, 뭐 하나 문제가 생긴적 없어 잘 
쓰고 있습니다. 약 5~6개월쯤 됐네요. 다른 분들에게도 강추는 아니지만 충분히 좋다고 추천합니다.",5,2018-08-20
3168,숙박어플은 역시 야놀자,5,2017-07-25
3169,쉽고 저렴하고 간편하게 예약 끝~^^,5,2020-11-01
3170,네이버페이포인트쓸수있어좋아요,5,2019-10-15
3171,편해요,5,2019-10-17
3172,네^조아요,5,2021-01-22
3173,"포인트 적립도 많이 해주고, 쿠폰도 많이 줘서 너무 좋아요~ 제가 주로 야놀자를 많이 사용해서 VIP 등급은 거뜬할 거 같은데 등급제도 도입해주세요~~",5,2020-02-04
3174,예약과 변경이 쉽다,5,2022-01-11
3175,숙박예약 편하네요,5,2021-11-01
3176,굿,4,2020-08-01
3177,"늘 야놀자를 통해 예약하고 있습니다. 할인율 높고, 혹 취소가 생겨도 바로 처리되니 간편합니다. 단, 실제 숙소 등의 모습과 조금 다른 경유가 종종 있긴 하니까 잘 판단하셔서 예약하세요. ^^",4,2022-07-03
3178,굳입니다여,4,2019-11-11
3179,정말 싸고 좋은방을 한눈에 쏙 볼수있어요. 감사,5,2019-12-01
3180,괞찮,5,2017-10-13
3181,야놀자라는 이름에 걸맞는 좋은숙박이네요. 대한민국 1등은 괜히 만들어지는게 아니네요 정말. 마이룸과 예약되는건 야놀자밖에없는듯 추천합니다~,5,2015-11-16
3182,너무좋아요,5,2019-07-20
3183,유용하게 사용하고 있습니다. 덕분에 좋은 곳 많이 다녀왔습니다♥ 번창하세요~^^,5,2014-02-18
3184,잘 쓸게요,5,2014-11-24
3185,최악 내인생최악 별점이 조작인것같다,1,2019-06-08
3186,안녕하십니까? 매우유용하게 사용하는 유저입니다. 최근 개인정보 빼가는 앱이 많아 문의드립니다. (이번 업데이트에 추가된 권한) 권한중 기기및앱기록의 사용목적을 알려주십시오. 배경에서 실행중인 앱기록을 가져올 필요가있는건가요? (답변이없어 다시올림니다.),3,2015-02-11
3187,굿쟙,5,2017-10-01
3188,너무좋네용ㅎㅎ,4,2015-04-20
3189,와이프랑 부산여행 하려고 가입했습니다 가격 비교가 좋네요,5,2017-12-21
3190,좋아요,5,2022-06-07
3191,좋아요,4,2019-01-10
3192,출장와서 가성비 좋은곳을 찾기 좋아요^^,5,2019-12-17
3193,지방 출장을 자주가는데 처음가는동네서 아주 유용하게 활용했어요..^^,5,2015-09-02
3194,좋아요,5,2020-01-05
3195,좋아요,5,2022-05-16
3196,사용하기 편리하네요,5,2018-10-11
3197,너무간편하고 오히려 직접가서 내는거보다저렴해자주이용합니다ㅎㅎ,5,2018-06-09
3198,좋아요,5,2019-05-25
3199,좋은앱이것같아요,5,2020-12-08
3200,다른 앱보다 비쌈..14000원이나 사용안할듯,1,2021-07-01
3201,좋은데 좋아요,5,2017-01-14
3202,다른 여행어플과 비교해서 쓰면 더욱 좋더군요. 잘 쓰고있습니다.,5,2018-08-15
3203,굿굿,5,2017-08-08
3204,편의성 최고,5,2013-12-24
3205,좋아여,5,2015-05-16
3206,할인쿠폰도 주고 날짜별.인원검색이 편리해요,5,2019-08-23
3207,좋은 숙소를 찾을 수 있어서 좋습니다.,4,2018-02-22
3208,"[폐업된지 2달 넘게 지난 펜션을 예약할수 있는 어플] 2주전에 예약하고 기대만땅하고 왔는데 펜션이 폐업한지 2달이 넘음 어플 고객센터에 전화하니 일단 안받음. 고객센터에서 어지간히 큰 사항아니면 연결음만 계속 나가고 기다려달라고만 함. 통화요금 나가니 전화 안하는게 낫습니다. 나중에 알아서 전화옴 [전화로 죄송하다는 말만 하고 환불하면 끝인 CS규정] 죄송하다고 환불해드린다고하고 끝. 그러면 당일날 괜찮은 펜션 예약할수도 없음.... 일부러 17일전에 예약했는데... 펜션앞까지 온 기름값, 시간은 어떻게 보상한다는건지.... 너무 황당한데 피해자만 있는 상태로 방치",1,2021-11-25
3209,좋네요,5,2019-08-28
3210,간편 효율 확실,5,2018-03-16
3211,보아하니 갱신 안한 유저들 비번 변경으로 이동시키고 로그인 세션은 유지 안 시켜서 이따위로 되는것 같은데.. 혹시 졸면서 코딩하셨나요?,1,2018-04-05
3212,유용한 어플임에는 틀림없으나 오류가심각합니다.,1,2015-02-23
3213,야놀자 10년 넘은것 같은데 아직까지 쓰고 잇네여 좋습니다,5,2020-06-22
3214,초특가쿠폰받고즐힐합니다^^,5,2018-07-17
3215,매우 편합니다 상세설명 표기까지 이앱이 가장 편한것같네요,5,2019-08-08
3216,굿~!!!,5,2020-10-22
3217,"이용자체는 일찍 예약만 한다면 할인쿠폰도 이용가능하고 좋으나  애초에 3번이용하면 1번 공짜라는, 2만원 혹은 3만원쿠폰을 주는 것을 보고  이용하게 됐는데 막상 이용하려고 보니 대부분의 마이룸 대실이용이 마감이라고 돼 있는 점이 매우 짜증이 나네요. 그냥 숙박업체측에서 마감됐다고 예약 못하게 해둔거 같은데 이럴거면 뭐하러 그런식으로 광고한건지... 한두군데가 아니라 대부분 모텔이 그러한데 마냥 인기가 많아서 그렇다고 생각하기엔 조금 무리가 있지 않나요??  이점 매우 아쉽네요",3,2018-01-18
3218,편해요~^^,3,2019-04-30
3219,제휴모텔도 꽤 있고 가격도 적당한편 사진과 큰 차이도 없어서 만족,5,2017-11-21
3220,굿뜨 입니다,5,2021-09-13
3221,좋아요,4,2019-06-27
3222,차이로 결제 해서 할인 받았어요 굿,5,2019-12-30
3223,제주호텔 예약하기 편해요,5,2021-12-27
3224,좋아요 편해요,4,2019-09-19
3225,좋아요 할인도많구,4,2019-08-13
3226,할인도 괜찮고 항상 쓰는앱입니다.,5,2020-10-08
3227,로그인 하고 예약 문의 누르면 자꾸 자동 종료되요. 일시적인 오류 등등 머라고 뜨면서요. ㅜㅜ,2,2015-07-30
3228,. 괜찮음,5,2019-12-01
3229,좋아요,4,2022-06-22
3230,좋아요~~^^,4,2018-01-03
3231,아주좋아여,5,2021-05-13
3232,어디여행가거나 출장가게되었을때 잘곳걱정없이 미리예약할수있어서너무편해요ㅋㅋ,5,2016-12-25
3233,다양한정보랑 이벤트들 너무좋아요,5,2017-11-27
3234,여기까지 설명으로 충분하다,5,2015-06-08
3235,깔끔한 인터페이스 다만 예약문제 및 객실확인 보완이 필요한듯,4,2021-02-13
3236,닉네임 8자에 특수문자 영어 숫자 다 추가하래놓고 특수문자는 닉네임에 쓸수가 없다는데 ㅋㅋ 또 8자까지 안써지고 막히는데 가입조차못하고 뭐 어쩌란건지 모르겠네요 ㅜ,1,2017-05-02
3237,나에게 딱이야~~,5,2015-09-25
3238,좋아요,5,2018-12-30
3239,방이 필요할땐 주저말고 야~놀자,4,2018-10-25
3240,쩜.,4,2015-05-09
3241,편해요,5,2019-12-26
3242,편리하고 좋아요!,5,2016-07-02
3243,편하고 잘 찾아주고 할인도 많이 해줘요,5,2019-05-22
3244,지역별로 모아볼수있어 좋아요.,4,2021-01-06
3245,너무 좋아요 항상감사합니다.,5,2021-01-23
3246,숙소정보가 많음,5,2022-05-21
3247,정말유익함,5,2017-12-10
3248,조으다,5,2019-04-11
3249,좋아요,5,2022-01-21
3250,편하고 좋아요,5,2022-01-15
3251,꾸준히 이용중 아주 좋은듯,5,2018-09-01
3252,다양한 이벤트에 많은 후기까지!,5,2016-01-05
3253,조습니다역시초특급야놀자,5,2019-04-12
3254,예약취소하려고 고객센터에 전화를 수번해도 연결이 안되고 카톡으로 전환되서 카톡 계속해도 보지도 않고 도대체 직원이 있기는 하는겁니까 관리자체를 안하는것 같은데..,1,2021-05-25
3255,좋아요,3,2019-07-22
3256,편해요.국내사용,5,2021-02-17
3257,좋아욥 ㅎㅎㅎ,5,2020-08-29
3258,가격비교도 쉽고 다른곳보다 저렴하고 좋아요,5,2019-01-09
3259,여기XX보다 인원을 검색해서 찾기 편해요,4,2022-07-02
3260,좋아요,5,2019-01-03
3261,번번히 잘이용하고 있습니다 감사해요,5,2017-06-29
3262,앱에서 취소도 안되고 상담연결도 최악!! 몇번이나 전화연결해도 안되고 챗봇으로 상담요청해도 응대하지 않는 최악 숙소앱이네요,1,2021-05-04
3263,좋아요,4,2018-09-14
3264,너뭉좋아요^--^,5,2020-07-22
3265,이용해보니 편해서 좋아요.,5,2019-11-04
3266,솔직한 후기가 많은 도움이됩니다,5,2018-09-07
3267,쿠폰을 선택해서 가능한 업소를 알려주셔서 정말 편리합니다,5,2018-12-24
3268,야놀자 덕분에 여행가면 숙소 찾기도 쉽고 회원 혜택도 받고 너무 좋아요,5,2014-01-31
3269,괜찮네요,4,2013-01-31
3270,요즘 야놀자에서 할인과 쿠폰 이벤트를 많이해서 아주 맘에드네요,5,2019-03-05
3271,너무 편리하고 좋아요 여행할때마다 이용하는 편이예요,5,2022-01-23
3272,할인도 되고 예약도 편하고 넘흐 죠아용,4,2021-12-10
3273,웰케팅겨요????? 지도볼려하는데 안들어가짐 지도가 안되면 어쩌란겨,1,2012-10-28
3274,굿굿 매번 새롭게 업데이트 부탁드려요~ 일단 가격보다도 입실 시간에 대한 필터도 있었으면하네요,5,2017-04-03
3275,편해요,5,2019-03-21
3276,좋아용 구뜨,5,2015-10-16
3277,데이트장소나~ 모텔장소나~ 이곳저곳다알수있어서 너무너무좋구요 거의 이앱만보면서다니는거같네요ㅋㅋㅋㅋㅋ,5,2014-02-12
3278,뭐 바뀌는것도 없으면서 귀찮게 킬때마다 업데이트하고 사용하래,1,2017-01-07
3279,좋아요,5,2018-12-22
3280,좋아요,5,2017-07-15
3281,굿,5,2015-07-20
3282,좋네요ㅎㅎㅎ,4,2020-08-16
3283,좋아효,5,2019-07-14
3284,편함,5,2020-08-10
3285,근ㄷ,5,2019-06-14
3286,좋아요^^♥,5,2019-01-31
3287,비교하기 좋아요,5,2019-01-16
3288,뭐 야놀자가 짱이지,5,2017-07-02
3289,최고,5,2015-04-28
3290,번거럽게 어디가 좋을지 위치 찾는 고민 안해도돼고 완전 좋아요,5,2013-12-15
